Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V39359,43,Female,Hotel,736,Walk,0,736,August,7,Delhi,1
V39360,46,Male,Hotel,1585,Helicopter,7401,8986,June,2,Uttar Pradesh,2
V39361,32,Female,Tent,2844,Walk,0,2844,October,6,Gujarat,4
V39362,24,Male,Dharamshala,4537,Palanquin,4410,8947,May,6,Madhya Pradesh,6
V39363,42,Other,Hotel,3078,Walk,0,3078,October,5,Delhi,2
V39364,61,Female,Tent,3956,Palanquin,1074,5030,July,2,Delhi,7
V39365,64,Other,Tent,1970,Walk,0,1970,June,7,Gujarat,5
V39366,57,Female,Dharamshala,2246,Walk,0,2246,October,3,Madhya Pradesh,6
V39367,42,Male,Tent,3796,Palanquin,6660,10456,July,4,Uttar Pradesh,5
V39368,56,Female,Tent,1695,Helicopter,1039,2734,August,2,Madhya Pradesh,6
V39369,62,Male,Dharamshala,3711,Horse,1126,4837,July,1,Gujarat,3
V39370,32,Female,Tent,1120,Horse,6487,7607,May,7,Gujarat,3
V39371,65,Female,Hotel,1736,Walk,0,1736,May,5,Madhya Pradesh,1
V39372,68,Male,Tent,3147,Walk,0,3147,August,4,Delhi,1
V39373,50,Female,Tent,2094,Horse,1825,3919,July,10,Uttar Pradesh,4
V39374,44,Male,Hotel,2807,Palanquin,1223,4030,September,5,Rajasthan,4
V39375,41,Female,Tent,3178,Palanquin,5674,8852,September,5,Madhya Pradesh,4
V39376,64,Female,Hotel,4447,Walk,0,4447,August,10,Madhya Pradesh,6
V39377,69,Male,Hotel,1228,Palanquin,4776,6004,July,10,Madhya Pradesh,2
V39378,18,Female,Tent,3826,Walk,0,3826,June,8,Delhi,3
V39379,44,Male,Tent,2317,Walk,0,2317,July,10,Uttar Pradesh,7
V39380,18,Other,Hotel,4561,Horse,7561,12122,June,10,Delhi,6
V39381,50,Female,Hotel,777,Walk,0,777,July,5,Maharashtra,6
V39382,18,Female,Hotel,1700,Walk,0,1700,August,7,Uttar Pradesh,6
V39383,46,Male,Hotel,1865,Walk,0,1865,June,8,Rajasthan,6
V39384,64,Male,Hotel,3582,Horse,5882,9464,August,7,Delhi,1
V39385,39,Male,Hotel,4902,Horse,209,5111,October,4,Uttar Pradesh,2
V39386,56,Male,Hotel,1721,Palanquin,190,1911,July,4,Delhi,6
V39387,24,Female,Tent,3029,Walk,0,3029,October,3,Madhya Pradesh,7
V39388,37,Male,Dharamshala,3838,Palanquin,4393,8231,May,6,Rajasthan,4
V39389,57,Male,Tent,4413,Palanquin,5519,9932,May,8,Delhi,4
V39390,23,Female,Hotel,4488,Walk,0,4488,July,8,Delhi,4
V39391,69,Male,Hotel,2515,Palanquin,7344,9859,October,3,Delhi,1
V39392,50,Male,Hotel,2312,Horse,6111,8423,October,6,Uttar Pradesh,4
V39393,58,Female,Dharamshala,1855,Walk,0,1855,August,7,Maharashtra,5
V39394,43,Male,Tent,3141,Palanquin,2474,5615,May,1,Uttar Pradesh,4
V39395,64,Female,Hotel,2057,Walk,0,2057,June,7,Madhya Pradesh,7
V39396,43,Female,Tent,4455,Horse,5718,10173,September,1,Delhi,1
V39397,61,Male,Hotel,4493,Walk,0,4493,September,7,Uttar Pradesh,6
V39398,28,Female,Hotel,2228,Palanquin,3146,5374,October,3,Rajasthan,3
V39399,53,Male,Hotel,3887,Horse,2428,6315,June,8,Delhi,2
V39400,62,Male,Hotel,2633,Helicopter,3342,5975,August,9,Maharashtra,7
V39401,18,Male,Tent,2142,Walk,0,2142,August,1,Delhi,1
V39402,43,Female,Hotel,1219,Walk,0,1219,July,9,Maharashtra,3
V39403,65,Female,Tent,3158,Walk,0,3158,July,6,Gujarat,1
V39404,62,Female,Hotel,2031,Palanquin,1287,3318,June,8,Madhya Pradesh,6
V39405,50,Female,Hotel,4383,Horse,384,4767,May,1,Delhi,5
V39406,48,Other,Tent,4732,Palanquin,4858,9590,July,10,Maharashtra,7
V39407,38,Male,Hotel,1054,Horse,3526,4580,September,3,Madhya Pradesh,2
V39408,69,Male,Dharamshala,2363,Horse,7378,9741,October,8,Uttar Pradesh,1
V39409,31,Male,Hotel,2420,Horse,2931,5351,October,10,Rajasthan,3
V39410,67,Female,Tent,1696,Walk,0,1696,July,10,Rajasthan,3
V39411,62,Female,Hotel,1814,Helicopter,5775,7589,July,8,Gujarat,3
V39412,46,Female,Tent,4130,Horse,7349,11479,September,2,Delhi,5
V39413,30,Male,Tent,1337,Horse,5536,6873,June,10,Maharashtra,3
V39414,70,Female,Tent,704,Helicopter,1361,2065,October,8,Maharashtra,1
V39415,65,Male,Tent,1450,Palanquin,2345,3795,July,2,Maharashtra,1
V39416,67,Other,Hotel,1241,Horse,1667,2908,August,10,Rajasthan,4
V39417,39,Male,Hotel,1840,Horse,6894,8734,June,9,Delhi,4
V39418,19,Female,Hotel,2036,Horse,2414,4450,June,8,Gujarat,2
V39419,23,Male,Tent,3702,Horse,2669,6371,September,5,Madhya Pradesh,5
V39420,21,Male,Hotel,1646,Walk,0,1646,June,1,Uttar Pradesh,5
V39421,56,Male,Hotel,917,Walk,0,917,May,2,Madhya Pradesh,1
V39422,67,Male,Dharamshala,2170,Walk,0,2170,September,9,Gujarat,6
V39423,56,Female,Hotel,4548,Horse,4910,9458,August,1,Maharashtra,3
V39424,62,Female,Hotel,4133,Horse,5860,9993,May,4,Gujarat,1
V39425,20,Male,Tent,1729,Walk,0,1729,October,1,Maharashtra,5
V39426,44,Female,Hotel,1571,Walk,0,1571,October,3,Rajasthan,2
V39427,41,Female,Tent,1328,Horse,2008,3336,May,6,Rajasthan,2
V39428,34,Male,Tent,903,Palanquin,6970,7873,June,4,Rajasthan,1
V39429,69,Other,Hotel,3243,Palanquin,5981,9224,July,7,Madhya Pradesh,5
V39430,63,Female,Hotel,1191,Palanquin,3419,4610,October,4,Delhi,4
V39431,20,Male,Tent,1298,Horse,3059,4357,October,5,Gujarat,4
V39432,64,Female,Hotel,2119,Walk,0,2119,May,4,Madhya Pradesh,2
V39433,29,Male,Hotel,4223,Horse,7408,11631,July,5,Madhya Pradesh,1
V39434,53,Female,Tent,4024,Horse,7379,11403,August,7,Uttar Pradesh,1
V39435,51,Female,Dharamshala,1250,Palanquin,6950,8200,August,4,Gujarat,5
V39436,67,Male,Tent,2634,Walk,0,2634,August,9,Delhi,4
V39437,65,Female,Dharamshala,2578,Horse,5373,7951,October,1,Delhi,7
V39438,65,Female,Hotel,767,Walk,0,767,October,8,Madhya Pradesh,3
V39439,58,Female,Hotel,725,Helicopter,1104,1829,June,8,Gujarat,7
V39440,67,Male,Hotel,1126,Horse,4166,5292,August,6,Maharashtra,6
V39441,36,Male,Hotel,4163,Helicopter,6167,10330,September,10,Gujarat,6
V39442,68,Female,Tent,447,Walk,0,447,July,10,Maharashtra,6
V39443,35,Male,Tent,3673,Walk,0,3673,July,8,Gujarat,4
V39444,67,Male,Hotel,2679,Horse,5491,8170,June,1,Gujarat,1
V39445,43,Male,Hotel,2093,Helicopter,5017,7110,September,7,Rajasthan,3
V39446,41,Male,Hotel,3051,Walk,0,3051,September,10,Madhya Pradesh,7
V39447,61,Female,Tent,3498,Walk,0,3498,September,6,Maharashtra,1
V39448,61,Other,Hotel,1125,Horse,481,1606,July,8,Delhi,2
V39449,43,Male,Hotel,2032,Palanquin,375,2407,May,3,Gujarat,1
V39450,39,Female,Tent,1495,Horse,1128,2623,July,1,Maharashtra,1
V39451,23,Male,Dharamshala,2127,Walk,0,2127,October,10,Rajasthan,7
V39452,19,Male,Hotel,482,Walk,0,482,June,4,Gujarat,5
V39453,18,Male,Dharamshala,4200,Walk,0,4200,August,3,Madhya Pradesh,3
V39454,40,Female,Tent,4106,Horse,4632,8738,October,4,Maharashtra,6
V39455,38,Male,Tent,3959,Helicopter,1065,5024,June,7,Rajasthan,1
V39456,43,Male,Dharamshala,1415,Horse,3572,4987,June,10,Madhya Pradesh,4
V39457,44,Female,Tent,4615,Walk,0,4615,October,1,Uttar Pradesh,1
V39458,37,Female,Hotel,3930,Horse,6196,10126,October,7,Uttar Pradesh,7
V39459,40,Male,Hotel,4143,Horse,5293,9436,September,3,Maharashtra,7
V39460,34,Female,Tent,2109,Walk,0,2109,August,3,Gujarat,2
V39461,42,Female,Hotel,3052,Horse,2176,5228,July,8,Rajasthan,5
V39462,43,Female,Hotel,814,Walk,0,814,September,4,Maharashtra,4
V39463,70,Female,Tent,2642,Horse,3940,6582,September,7,Rajasthan,3
V39464,68,Male,Tent,1440,Horse,507,1947,June,10,Maharashtra,5
V39465,42,Male,Hotel,646,Walk,0,646,August,2,Uttar Pradesh,5
V39466,39,Female,Dharamshala,2540,Walk,0,2540,July,5,Delhi,1
V39467,57,Male,Hotel,3792,Horse,3847,7639,July,10,Maharashtra,5
V39468,18,Female,Hotel,4862,Walk,0,4862,June,7,Maharashtra,6
V39469,68,Female,Hotel,1718,Horse,1339,3057,May,4,Delhi,2
V39470,49,Female,Hotel,4062,Palanquin,6938,11000,July,5,Maharashtra,5
V39471,32,Male,Hotel,4627,Walk,0,4627,July,10,Delhi,5
V39472,70,Other,Hotel,1221,Palanquin,6894,8115,May,2,Delhi,4
V39473,59,Female,Hotel,3881,Palanquin,5413,9294,October,3,Gujarat,4
V39474,44,Female,Hotel,1976,Horse,1526,3502,July,10,Gujarat,5
V39475,38,Male,Hotel,3315,Walk,0,3315,September,10,Delhi,3
V39476,68,Female,Tent,2114,Walk,0,2114,June,6,Gujarat,3
V39477,39,Male,Tent,3514,Palanquin,2914,6428,August,8,Gujarat,5
V39478,18,Male,Dharamshala,1674,Walk,0,1674,May,8,Gujarat,6
V39479,45,Other,Dharamshala,4167,Walk,0,4167,June,9,Uttar Pradesh,4
V39480,51,Female,Hotel,3294,Walk,0,3294,July,5,Gujarat,4
V39481,50,Other,Dharamshala,2242,Walk,0,2242,July,9,Uttar Pradesh,2
V39482,52,Female,Tent,4893,Horse,2622,7515,October,3,Madhya Pradesh,2
V39483,37,Male,Hotel,2776,Horse,7062,9838,May,7,Delhi,2
V39484,54,Male,Tent,1903,Helicopter,6662,8565,August,8,Madhya Pradesh,3
V39485,64,Female,Hotel,391,Helicopter,879,1270,July,10,Maharashtra,6
V39486,28,Female,Hotel,3278,Walk,0,3278,May,5,Maharashtra,3
V39487,35,Female,Dharamshala,1412,Horse,7138,8550,September,2,Rajasthan,1
V39488,63,Female,Hotel,3906,Palanquin,1815,5721,September,9,Uttar Pradesh,1
V39489,24,Male,Hotel,3251,Walk,0,3251,June,8,Madhya Pradesh,3
V39490,44,Male,Hotel,3493,Horse,6202,9695,July,8,Gujarat,7
V39491,57,Female,Hotel,618,Horse,3133,3751,October,10,Rajasthan,2
V39492,20,Male,Hotel,1102,Helicopter,7237,8339,September,1,Madhya Pradesh,6
V39493,58,Other,Tent,935,Palanquin,3305,4240,October,8,Delhi,7
V39494,44,Male,Hotel,2735,Horse,6694,9429,May,7,Madhya Pradesh,3
V39495,50,Other,Hotel,1476,Horse,6826,8302,October,8,Gujarat,5
V39496,25,Female,Hotel,1613,Walk,0,1613,July,4,Maharashtra,2
V39497,18,Male,Hotel,4897,Horse,4487,9384,May,9,Rajasthan,4
V39498,57,Female,Hotel,2546,Walk,0,2546,September,10,Rajasthan,3
V39499,56,Male,Hotel,3791,Walk,0,3791,August,5,Madhya Pradesh,5
V39500,20,Male,Tent,3859,Horse,5461,9320,August,5,Maharashtra,7
V39501,23,Female,Hotel,4264,Walk,0,4264,July,7,Rajasthan,7
V39502,53,Female,Tent,2839,Walk,0,2839,October,3,Uttar Pradesh,7
V39503,26,Female,Hotel,1240,Horse,7493,8733,August,7,Delhi,2
V39504,64,Male,Hotel,1335,Helicopter,1458,2793,May,2,Maharashtra,7
V39505,62,Male,Hotel,4944,Palanquin,5470,10414,September,2,Rajasthan,4
V39506,35,Male,Hotel,1998,Horse,2408,4406,September,10,Delhi,4
V39507,29,Female,Dharamshala,693,Walk,0,693,July,3,Delhi,6
V39508,26,Female,Hotel,525,Walk,0,525,September,8,Rajasthan,1
V39509,43,Female,Dharamshala,1670,Horse,6790,8460,May,6,Rajasthan,6
V39510,24,Male,Hotel,685,Horse,5570,6255,May,5,Madhya Pradesh,7
V39511,19,Female,Hotel,3157,Helicopter,1461,4618,May,9,Delhi,6
V39512,67,Female,Dharamshala,1710,Helicopter,211,1921,July,4,Delhi,2
V39513,58,Male,Hotel,3238,Walk,0,3238,October,6,Delhi,2
V39514,20,Female,Tent,4741,Palanquin,1835,6576,September,3,Rajasthan,5
V39515,28,Female,Tent,4548,Walk,0,4548,September,7,Gujarat,2
V39516,30,Male,Hotel,1226,Horse,1756,2982,September,6,Madhya Pradesh,2
V39517,56,Female,Hotel,2038,Walk,0,2038,June,5,Madhya Pradesh,3
V39518,41,Male,Hotel,1255,Palanquin,5991,7246,May,5,Madhya Pradesh,5
V39519,49,Female,Hotel,2761,Walk,0,2761,September,2,Uttar Pradesh,2
V39520,62,Male,Dharamshala,4559,Palanquin,3604,8163,June,8,Gujarat,3
V39521,26,Male,Tent,1705,Palanquin,4446,6151,July,6,Gujarat,1
V39522,28,Male,Hotel,2427,Palanquin,3558,5985,May,8,Gujarat,1
V39523,52,Female,Hotel,2008,Palanquin,1090,3098,July,8,Delhi,4
V39524,58,Female,Hotel,755,Horse,1551,2306,September,8,Maharashtra,5
V39525,30,Other,Tent,3193,Walk,0,3193,September,4,Gujarat,6
V39526,47,Female,Tent,4671,Walk,0,4671,September,3,Madhya Pradesh,5
V39527,26,Female,Tent,323,Walk,0,323,June,6,Delhi,2
V39528,36,Male,Tent,2149,Palanquin,4265,6414,August,10,Uttar Pradesh,6
V39529,44,Female,Dharamshala,2673,Palanquin,3913,6586,September,8,Delhi,3
V39530,66,Male,Dharamshala,4933,Palanquin,2349,7282,August,1,Gujarat,7
V39531,48,Other,Hotel,4430,Walk,0,4430,October,6,Madhya Pradesh,4
V39532,33,Male,Dharamshala,4858,Walk,0,4858,September,2,Delhi,7
V39533,42,Female,Hotel,761,Horse,1313,2074,May,1,Uttar Pradesh,3
V39534,64,Male,Dharamshala,4621,Walk,0,4621,October,9,Gujarat,7
V39535,49,Female,Tent,4933,Palanquin,3814,8747,October,9,Gujarat,4
V39536,54,Other,Tent,2097,Horse,6460,8557,June,7,Delhi,2
V39537,51,Male,Dharamshala,4278,Horse,6991,11269,May,1,Madhya Pradesh,2
V39538,69,Other,Tent,4699,Horse,7399,12098,August,1,Maharashtra,2
V39539,21,Female,Hotel,4029,Walk,0,4029,July,3,Uttar Pradesh,1
V39540,63,Female,Hotel,2365,Walk,0,2365,July,6,Maharashtra,6
V39541,68,Male,Tent,480,Horse,852,1332,September,3,Maharashtra,3
V39542,25,Female,Dharamshala,2398,Horse,7881,10279,October,10,Gujarat,2
V39543,19,Male,Tent,4079,Walk,0,4079,August,6,Uttar Pradesh,1
V39544,27,Female,Tent,576,Palanquin,2515,3091,June,6,Madhya Pradesh,6
V39545,65,Other,Tent,1673,Horse,4286,5959,September,3,Delhi,4
V39546,42,Male,Tent,1174,Walk,0,1174,June,8,Delhi,6
V39547,21,Female,Tent,2509,Walk,0,2509,October,10,Delhi,3
V39548,25,Male,Tent,302,Walk,0,302,July,5,Delhi,7
V39549,18,Female,Hotel,4717,Palanquin,5279,9996,October,7,Gujarat,5
V39550,38,Male,Hotel,4187,Walk,0,4187,October,3,Rajasthan,4
V39551,19,Female,Tent,2514,Horse,3625,6139,July,5,Delhi,3
V39552,36,Female,Tent,2811,Walk,0,2811,June,2,Gujarat,1
V39553,64,Male,Hotel,2718,Walk,0,2718,August,6,Uttar Pradesh,4
V39554,42,Male,Hotel,4417,Horse,7125,11542,October,3,Madhya Pradesh,3
V39555,47,Female,Tent,2369,Walk,0,2369,August,8,Madhya Pradesh,1
V39556,29,Female,Hotel,2473,Walk,0,2473,July,10,Gujarat,5
V39557,44,Male,Tent,3783,Horse,5975,9758,September,6,Rajasthan,4
V39558,28,Male,Hotel,808,Horse,6538,7346,May,2,Delhi,6
V39559,31,Female,Dharamshala,3883,Horse,7891,11774,October,5,Madhya Pradesh,2
V39560,59,Male,Tent,535,Helicopter,5530,6065,September,10,Uttar Pradesh,1
V39561,43,Female,Tent,3574,Helicopter,299,3873,August,8,Rajasthan,7
V39562,38,Female,Hotel,2513,Helicopter,5484,7997,May,9,Delhi,1
V39563,41,Male,Tent,2178,Walk,0,2178,September,2,Gujarat,2
V39564,63,Female,Hotel,3358,Walk,0,3358,September,4,Madhya Pradesh,1
V39565,21,Male,Dharamshala,2453,Walk,0,2453,May,10,Madhya Pradesh,5
V39566,34,Other,Hotel,2849,Walk,0,2849,June,2,Madhya Pradesh,7
V39567,61,Male,Tent,434,Palanquin,3673,4107,August,10,Gujarat,7
V39568,49,Female,Hotel,2631,Walk,0,2631,July,8,Gujarat,7
V39569,44,Female,Hotel,1984,Walk,0,1984,July,10,Delhi,4
V39570,21,Male,Tent,1236,Horse,4301,5537,June,8,Rajasthan,2
V39571,38,Female,Hotel,593,Horse,3217,3810,September,10,Gujarat,1
V39572,18,Male,Hotel,3783,Palanquin,574,4357,August,9,Uttar Pradesh,1
V39573,33,Male,Dharamshala,3864,Walk,0,3864,May,6,Gujarat,1
V39574,57,Male,Hotel,2144,Palanquin,2379,4523,June,8,Uttar Pradesh,2
V39575,66,Male,Dharamshala,398,Walk,0,398,May,9,Gujarat,7
V39576,37,Male,Hotel,686,Horse,4990,5676,June,4,Maharashtra,3
V39577,28,Female,Tent,4377,Walk,0,4377,September,4,Madhya Pradesh,6
V39578,65,Male,Dharamshala,1761,Walk,0,1761,September,9,Maharashtra,5
V39579,62,Female,Dharamshala,3842,Walk,0,3842,May,10,Gujarat,3
V39580,60,Female,Hotel,1927,Walk,0,1927,June,8,Maharashtra,1
V39581,54,Female,Hotel,607,Horse,7332,7939,August,7,Maharashtra,6
V39582,23,Other,Hotel,2384,Walk,0,2384,September,9,Gujarat,3
V39583,57,Female,Dharamshala,2643,Walk,0,2643,June,9,Rajasthan,6
V39584,54,Female,Hotel,726,Horse,5215,5941,October,8,Madhya Pradesh,5
V39585,42,Male,Tent,3141,Walk,0,3141,August,10,Delhi,4
V39586,23,Female,Tent,3605,Palanquin,6861,10466,May,2,Gujarat,2
V39587,25,Male,Hotel,3306,Walk,0,3306,June,7,Maharashtra,2
V39588,64,Male,Hotel,3987,Walk,0,3987,July,6,Maharashtra,1
V39589,66,Female,Tent,4027,Walk,0,4027,May,9,Delhi,1
V39590,19,Male,Hotel,4725,Horse,1354,6079,May,10,Delhi,7
V39591,29,Male,Dharamshala,4828,Horse,3657,8485,August,4,Gujarat,1
V39592,32,Male,Dharamshala,1611,Walk,0,1611,September,5,Uttar Pradesh,7
V39593,54,Male,Hotel,1941,Walk,0,1941,May,3,Madhya Pradesh,4
V39594,68,Female,Dharamshala,3656,Walk,0,3656,October,1,Rajasthan,2
V39595,32,Male,Dharamshala,3682,Horse,3571,7253,July,7,Gujarat,5
V39596,32,Female,Tent,4186,Helicopter,7716,11902,July,9,Madhya Pradesh,3
V39597,47,Male,Hotel,2098,Horse,4883,6981,October,4,Gujarat,2
V39598,23,Female,Dharamshala,2642,Horse,1799,4441,October,1,Rajasthan,1
V39599,54,Female,Hotel,3659,Horse,5344,9003,October,10,Delhi,7
V39600,22,Male,Hotel,4667,Walk,0,4667,October,7,Gujarat,3
V39601,56,Male,Tent,4033,Horse,3128,7161,June,6,Gujarat,2
V39602,25,Male,Tent,558,Horse,1470,2028,July,4,Uttar Pradesh,2
V39603,23,Female,Tent,2521,Palanquin,7485,10006,September,3,Madhya Pradesh,5
V39604,32,Female,Hotel,419,Palanquin,3340,3759,June,6,Madhya Pradesh,2
V39605,52,Female,Tent,4561,Walk,0,4561,June,7,Uttar Pradesh,4
V39606,24,Female,Tent,1121,Palanquin,5982,7103,June,6,Delhi,1
V39607,58,Female,Dharamshala,3194,Horse,2623,5817,September,1,Delhi,6
V39608,49,Male,Dharamshala,4177,Horse,5464,9641,May,8,Delhi,4
V39609,26,Male,Dharamshala,3073,Horse,2516,5589,September,8,Delhi,1
V39610,47,Male,Hotel,2279,Helicopter,3523,5802,July,6,Maharashtra,3
V39611,48,Male,Tent,4393,Walk,0,4393,May,4,Delhi,5
V39612,54,Female,Hotel,1780,Walk,0,1780,September,4,Maharashtra,7
V39613,23,Male,Hotel,3614,Walk,0,3614,October,5,Madhya Pradesh,5
V39614,40,Female,Tent,3799,Walk,0,3799,September,10,Maharashtra,2
V39615,27,Male,Hotel,2736,Palanquin,3742,6478,August,10,Rajasthan,2
V39616,64,Male,Tent,2165,Horse,7886,10051,October,7,Uttar Pradesh,3
V39617,66,Female,Hotel,2938,Helicopter,1246,4184,August,10,Gujarat,5
V39618,19,Male,Hotel,3189,Walk,0,3189,July,1,Delhi,4
V39619,39,Male,Dharamshala,415,Walk,0,415,June,6,Madhya Pradesh,2
V39620,67,Male,Tent,540,Walk,0,540,June,8,Rajasthan,6
V39621,63,Female,Tent,845,Horse,7996,8841,October,2,Madhya Pradesh,1
V39622,66,Female,Hotel,3517,Palanquin,4067,7584,October,3,Maharashtra,4
V39623,67,Female,Tent,4606,Walk,0,4606,May,4,Gujarat,5
V39624,45,Male,Hotel,3270,Walk,0,3270,October,2,Delhi,7
V39625,48,Other,Dharamshala,708,Walk,0,708,June,4,Delhi,2
V39626,49,Male,Tent,3355,Walk,0,3355,September,3,Maharashtra,4
V39627,57,Male,Hotel,4678,Walk,0,4678,August,2,Madhya Pradesh,1
V39628,43,Female,Tent,3475,Palanquin,1194,4669,July,1,Maharashtra,2
V39629,62,Female,Tent,3221,Walk,0,3221,July,3,Maharashtra,5
V39630,49,Male,Dharamshala,1997,Palanquin,1761,3758,August,2,Uttar Pradesh,6
V39631,27,Male,Hotel,3535,Walk,0,3535,September,2,Delhi,3
V39632,24,Female,Hotel,2132,Walk,0,2132,October,7,Madhya Pradesh,6
V39633,69,Female,Tent,798,Palanquin,2539,3337,August,8,Maharashtra,6
V39634,32,Female,Hotel,2999,Horse,1098,4097,May,8,Madhya Pradesh,4
V39635,52,Male,Hotel,4456,Horse,6102,10558,October,3,Delhi,7
V39636,61,Female,Tent,2968,Palanquin,950,3918,August,7,Gujarat,3
V39637,56,Male,Tent,3031,Walk,0,3031,June,9,Delhi,3
V39638,38,Male,Hotel,4496,Horse,1269,5765,September,3,Madhya Pradesh,2
V39639,56,Female,Hotel,4312,Helicopter,824,5136,September,1,Gujarat,7
V39640,38,Female,Hotel,1381,Palanquin,6243,7624,June,8,Rajasthan,7
V39641,19,Male,Tent,1286,Palanquin,4407,5693,July,1,Gujarat,4
V39642,42,Female,Dharamshala,4499,Horse,352,4851,June,5,Rajasthan,3
V39643,32,Female,Hotel,4050,Palanquin,1438,5488,October,4,Delhi,5
V39644,52,Male,Tent,336,Palanquin,966,1302,August,3,Uttar Pradesh,7
V39645,36,Male,Dharamshala,3872,Palanquin,4816,8688,May,6,Uttar Pradesh,5
V39646,24,Female,Hotel,1961,Walk,0,1961,September,9,Gujarat,1
V39647,33,Male,Hotel,785,Walk,0,785,October,7,Delhi,7
V39648,26,Female,Tent,1891,Walk,0,1891,July,2,Gujarat,4
V39649,23,Female,Tent,2730,Walk,0,2730,September,9,Gujarat,3
V39650,32,Male,Dharamshala,1445,Horse,582,2027,October,3,Madhya Pradesh,7
V39651,45,Male,Hotel,4874,Palanquin,2390,7264,October,5,Uttar Pradesh,7
V39652,63,Female,Tent,3028,Walk,0,3028,June,6,Rajasthan,5
V39653,58,Male,Tent,1664,Horse,5553,7217,October,6,Maharashtra,6
V39654,68,Male,Tent,1777,Walk,0,1777,July,1,Delhi,7
V39655,45,Female,Dharamshala,3567,Horse,1226,4793,August,9,Maharashtra,6
V39656,36,Male,Dharamshala,3871,Walk,0,3871,June,7,Rajasthan,5
V39657,40,Male,Hotel,4828,Horse,545,5373,July,5,Gujarat,1
V39658,49,Female,Tent,4322,Walk,0,4322,May,3,Madhya Pradesh,3
V39659,37,Male,Hotel,2224,Palanquin,4240,6464,October,1,Madhya Pradesh,6
V39660,66,Female,Hotel,1807,Horse,6416,8223,May,5,Gujarat,1
V39661,58,Male,Tent,2648,Walk,0,2648,September,8,Madhya Pradesh,7
V39662,26,Female,Tent,1767,Walk,0,1767,August,2,Gujarat,1
V39663,61,Female,Dharamshala,4014,Horse,1807,5821,August,6,Delhi,1
V39664,34,Female,Tent,4881,Palanquin,3606,8487,May,4,Madhya Pradesh,5
V39665,24,Male,Tent,4342,Helicopter,672,5014,September,4,Maharashtra,4
V39666,35,Female,Tent,2675,Palanquin,1378,4053,July,8,Maharashtra,5
V39667,22,Female,Dharamshala,1975,Walk,0,1975,June,8,Madhya Pradesh,6
V39668,26,Female,Dharamshala,3479,Palanquin,484,3963,August,5,Madhya Pradesh,6
V39669,42,Male,Hotel,481,Palanquin,7961,8442,August,9,Madhya Pradesh,2
V39670,61,Female,Dharamshala,3135,Horse,2771,5906,May,2,Gujarat,6
V39671,51,Male,Hotel,4819,Horse,7056,11875,May,3,Rajasthan,6
V39672,67,Female,Hotel,2580,Walk,0,2580,September,10,Delhi,5
V39673,42,Female,Tent,1788,Horse,6910,8698,June,9,Madhya Pradesh,6
V39674,69,Male,Dharamshala,1618,Horse,4938,6556,August,10,Uttar Pradesh,1
V39675,50,Female,Tent,2893,Palanquin,6040,8933,August,10,Madhya Pradesh,5
V39676,44,Male,Tent,4172,Walk,0,4172,September,5,Uttar Pradesh,5
V39677,59,Male,Hotel,2638,Palanquin,1209,3847,October,3,Gujarat,7
V39678,33,Female,Dharamshala,915,Walk,0,915,July,9,Uttar Pradesh,6
V39679,68,Female,Tent,2235,Horse,3427,5662,August,1,Gujarat,7
V39680,42,Female,Dharamshala,3779,Horse,7860,11639,October,5,Maharashtra,6
V39681,44,Other,Hotel,2325,Walk,0,2325,August,2,Rajasthan,1
V39682,34,Female,Hotel,4740,Walk,0,4740,October,5,Gujarat,4
V39683,67,Female,Hotel,4326,Walk,0,4326,August,9,Gujarat,6
V39684,65,Male,Hotel,3941,Walk,0,3941,August,9,Madhya Pradesh,3
V39685,47,Other,Hotel,540,Palanquin,5716,6256,October,7,Delhi,4
V39686,37,Male,Hotel,2076,Walk,0,2076,June,6,Rajasthan,5
V39687,56,Female,Dharamshala,4702,Horse,2658,7360,August,9,Maharashtra,4
V39688,62,Female,Tent,1491,Walk,0,1491,September,7,Delhi,6
V39689,50,Male,Hotel,1033,Palanquin,3905,4938,July,10,Delhi,6
V39690,44,Female,Hotel,2922,Walk,0,2922,September,4,Uttar Pradesh,5
V39691,48,Other,Hotel,3516,Horse,6111,9627,June,7,Maharashtra,6
V39692,19,Female,Dharamshala,3017,Palanquin,3078,6095,June,1,Rajasthan,5
V39693,62,Female,Hotel,1607,Walk,0,1607,July,9,Maharashtra,7
V39694,63,Female,Tent,3765,Horse,7964,11729,October,10,Madhya Pradesh,7
V39695,54,Male,Hotel,4356,Helicopter,3682,8038,June,9,Uttar Pradesh,2
V39696,31,Male,Tent,2892,Palanquin,6164,9056,October,2,Uttar Pradesh,1
V39697,68,Female,Hotel,2273,Horse,3900,6173,July,7,Madhya Pradesh,2
V39698,30,Female,Hotel,1251,Walk,0,1251,October,7,Rajasthan,1
V39699,22,Male,Tent,3512,Palanquin,1260,4772,August,9,Uttar Pradesh,1
V39700,59,Female,Tent,3419,Walk,0,3419,August,2,Rajasthan,1
V39701,33,Male,Dharamshala,4739,Walk,0,4739,June,7,Madhya Pradesh,5
V39702,52,Male,Dharamshala,3969,Horse,7625,11594,September,8,Maharashtra,3
V39703,31,Male,Tent,3309,Horse,2651,5960,August,8,Gujarat,5
